Date,Weighted Industry Change,K Change,GIS Change,SENEA Change,MDLZ Change,MED Change,MKC Change
2011-04-18,0.0094640547441008,0.0003625864462945,0.0021563836750691,-0.0164285387311662,0.0152811730240288,-0.0011729355606989,-0.0111111653148216
2011-04-19,0.0057990138194705,0.0016331001921814,0.0107670981090808,-0.0093761353470571,0.0060241192272112,-0.0123240012053012,0.0014849320265285
2011-04-20,0.0039049805715988,0.002524786072537,0.0034318175753006,0.0089766605592702,0.0017910857698808,0.0229141820892574,0.0140964022901346
2011-04-21,-0.0037490796228718,-0.0073489844180663,-0.0015802310076908,-0.0067043236780033,-0.0056597744544596,0.0189111695861305,-0.008483419130473
2011-04-25,-0.0005722864417407,-0.0021637023776722,0.0111140026136579,-0.0096359904836782,-0.0113602708355166,0.0287324072609485,-0.00394769244109
2011-04-26,0.0078188401776203,0.0072253921020885,0.0044363774790305,0.02633482928094,0.005420063539235,0.0472103592773686,0.0062499841054278
2011-04-27,0.0048941876936525,0.0094964838963526,0.0007791890726461,-0.0003527417547539,0.0059934303068963,-0.0035787166020172,0.0053652938741754
2011-04-28,0.0032786422478757,0.0088746893618355,0.0013003702488541,-0.017711654555712,0.0026857701311805,0.0081757715844227,0.0061652124537871
2011-04-29,0.0026195262709933,0.008807468662467,0.0025988121103949,0.0075675345755912,0.0011922776881364,-0.0124999999999999,0.0059389123480565
2011-05-02,0.0047357152780612,0.0013988780027235,0.0064632884702058,-0.0357142857142857,0.0056548348224656,-0.0095524702131396,-0.0048661367650964
2011-05-03,0.003127929406943,0.0070125824817923,0.009249759180071,-0.0314698398469772,-0.0002952224296088,-0.0162107243431895,0.0042856956014824
2011-05-04,-0.0003296068273688,0.0058479180324788,-0.0081778606207339,-0.0214067075385622,-0.0008855546944589,0.0025773786284728,-0.0044652165345871
2011-05-05,-0.010327877071844,-0.0007068548404217,-0.0074935635609872,0.0015679736503264,-0.0132978948259561,0.0216942181328948,-0.0022475847719839
2011-05-06,0.0026985360682489,-0.0022855320969411,-0.0002585867671032,-0.0054837952695512,0.0041250209195803,0.0074999809265137,-0.008134995445948
2011-05-09,0.0044899337447643,-0.0059911921160861,0.000775563057399,0.0054967138112039,0.0068027072728255,0.0079090386076411,0.0069786564874594
2011-05-10,0.0281314235370811,0.0086725960790584,0.0069713519482287,0.0456318293348439,0.0032248785805701,0.1109570790105309,0.0056910320112795
2011-05-11,-0.0014275028516108,-0.0059649149576823,-0.004106772360677,-0.0127531940935436,0.0,0.0037815191375194,-0.0018226032936645
2011-05-12,0.0175753741487835,0.0167993063794219,0.0233099636610819,0.038916462929903,0.0131195560626493,0.0340193780537302,0.0203004473015352
2011-05-13,0.0015312673265493,0.0017403809678338,0.005060747991468,-0.0190546148889208,0.00258621133796,-0.0237711587365944,-0.012323647975712
2011-05-16,-0.00404005628976,-0.0041739422342051,0.0010108899629982,-0.0308154707258904,-0.0086107702567927,-0.0062499841054279,0.0100989702474405
2011-05-17,0.0084793856045514,0.0028011178292022,0.0086010666098465,0.0194174757281553,0.0092727767338606,0.022736880653783,0.0014002739042589
2011-05-18,0.0011545884230907,-0.0026173708302999,-0.0002506800964401,-0.0034181600018485,0.0014355220910719,0.0160824490576673,0.0059975856520402
2011-05-19,0.0003314920852408,0.0001745573536411,0.0,0.013277635281376,0.0002859387181635,0.0004043764281013,0.0021829849510607
2011-05-20,0.0016970318150487,-0.0040090560662098,-0.0047606772096068,0.0169811608656397,0.0051355295033917,-0.0195599605410466,-0.0029726063001018
2011-05-23,0.0013906188020747,-0.0024591496381164,0.005309711467096,0.0166100618293453,0.0002859113864507,0.0121541911467049,-0.0010015873175981
2011-05-24,-0.0014208040757823,-0.0075544009893014,-0.0060300971952295,-0.0232214957705439,0.0002868135788336,0.0164405926750756,0.0048086892246152
2011-05-25,-0.0055475380139194,-0.0019531358477913,-0.0068441179351591,0.0166226122203046,-0.0060623293352429,0.0170731735683352,-0.0090198590588244
2011-05-26,0.0050642338553212,0.0135665532903056,-0.001785706465863,0.0104089476065502,0.0055184032827447,0.0172887470930732,0.0052705921727645
2011-05-27,0.0031886506881114,0.0024866677006326,0.004088930310367,0.0156133859572481,0.0028859587220048,0.0054032956570017,0.0030211018443464
2011-05-31,0.0054751187097422,0.0036985365213936,0.0053083689884409,-0.0054387098964905,0.0051739091819178,0.0198472723386555,0.0035992863670678
2011-06-01,-0.0085846248757083,-0.0052863301684678,-0.0098459829244871,-0.1166606171103703,-0.0051561244904768,-0.0449438475149817,-0.0071942566699649
2011-06-02,-0.0083768395284852,-0.0156110922492888,-0.0097862747925836,0.0202396405203114,-0.0069244569972124,0.0164190804357553,-0.015075376884422
2011-06-03,-0.0016857127091721,-0.0027238337880906,-0.0049830169442384,-0.0248036530890097,0.000586755926996,0.0051080218809232,-0.0068013567176685
2011-06-06,-0.0008758140307647,0.0029197052853954,-0.0039514677239018,-0.0237690780405959,-0.0002934640922441,-0.0262745127958409,0.0093632321136858
2011-06-07,-0.0011715380245345,0.0036278026313176,-0.0034228822981069,0.059888037562525,-0.00234460782127,-0.0027899439776206,0.0028842065720617
2011-06-08,-0.0014441758564422,0.0018056784433445,0.0047682200046562,-0.011029430670447,0.0041274531811113,-0.0816573063880063,0.003083912988511
2011-06-09,0.0050739215028504,0.0066763399279459,0.0031629612790115,0.0024600809673032,0.004697587814473,0.0202554385894184,0.0020483096015193
2011-06-10,-0.0102385117554745,-0.0115252909007275,-0.0107979940540153,-0.0131796372785466,-0.007344300625032,-0.0466434032220555,-0.0106623016789593
2011-06-13,0.0074039959053089,0.006722364202948,0.0130319600625527,-0.0327937281246748,0.0058962492257016,-0.0063636086203834,0.0072268939069919
2011-06-14,-0.0054855465100013,-0.0154066752965479,-0.000261220579559,0.0102040717026834,-0.0032004833799838,0.0238416867997914,0.0059110699696789
2011-06-15,-0.0043343004443476,-0.0027538373878702,-0.0044855402849125,-0.0089361312541555,-0.0035149072650875,-0.0370040085783919,-0.0052824487968745
2011-06-16,0.010367881558133,0.0062500026296167,0.0158219398793905,0.0103404432543625,0.0097143951869011,-0.002314867755839,0.0081516512811615
2011-06-17,-0.0007590478232672,-0.0034476944166565,-0.0031520602271262,-0.0025423502107014,0.0,0.0091324550878178,0.0
2011-06-20,0.0112421741316823,0.0061919532604753,0.0129493043470108,-0.0017116351771881,0.0119220661439012,0.0140334750475799,0.0112563090108746
2011-06-21,-0.0026423958639276,-0.0074007190635291,-0.0013027419403092,0.0475382370382663,-0.0040057049096516,0.0131579453705218,0.0023762164729657
2011-06-22,-0.0045395074757852,-0.0065418974802339,-0.0068080212328514,-0.0167483600930923,-0.0023028735517958,-0.0182212620475343,0.0
2011-06-23,-0.0066418646737931,-0.0036818991911464,-0.0122178719927472,0.0354166825612386,-0.0055153102234659,0.0419485927819287,-0.001399434110028
2011-06-24,0.0009957662584095,0.0082857104927912,-0.0096748352380849,-0.0526527134296743,0.0078647430429837,-0.0282977639512758,-0.0009989857706837
2011-06-27,0.0013605527800191,0.003294295519518,0.0075736751434046,0.0279306719509561,-0.0031782897547441,0.0200623651122726,0.0051864814680519
2011-06-28,-0.0003423419890283,0.0023618686638013,-0.0048141296633884,-0.0214312852632312,0.000869529834692,0.0126582678943187,0.0045499415570254
2011-06-29,0.0079156029471543,0.0005438502425644,0.0138324423923274,-0.0079904417679926,0.0040358377021643,0.0004292967428154,0.0031471252346949
2011-06-30,-0.0023749971995642,0.001266962802248,-0.0037473069422179,0.0252504665932673,0.0088774739274385,0.0141025610720409,-0.0278486357501385
2011-07-01,0.0106794027322948,0.0059924066258111,0.0127439640020018,-0.0403763495650371,0.0122716978864356,0.0113588747397558,0.0044301494438001
2011-07-05,0.003902203723755,-0.0021715333972063,0.0054112761875982,-0.0028618028390954,0.0064989981973158,-0.0253955286730396,-0.0046138324829784
2011-07-06,0.0063116651851073,0.0100090851578566,0.0059330473339301,-0.0224581152389057,0.006739619760067,0.006846377478237,0.001816350231557
2011-07-07,-0.0020118031532309,-0.000179442696973,-0.0048400191401595,0.015442439623179,-0.0013896397358719,-0.0083647329241242,0.0024086497916461
2011-07-08,-0.0024101558668658,-0.0077338186506591,-0.0024390284245591,0.0428988203592979,-0.0011189067280376,0.0137397888469329,-0.0076798923126679
2011-07-11,0.0034487932305974,0.0091558321628223,0.0071038837997303,0.0234912884228575,-0.000281591669526,0.0051282410764817,0.0020504095382917
2011-07-12,0.0033843447453068,0.0090793536003411,0.006246592725221,-0.0087025796965007,-0.0008467055895704,0.011558156821939,0.0109030811076355
2011-07-13,-0.0047864814348045,-0.0077005785100423,-0.0091348775238291,0.0103668353139061,-0.0033821570866122,0.0239596331605093,-0.0012140340108601
2011-07-14,0.0042797396172294,-0.0016251381518968,0.0146659674090993,-0.0625984321443819,0.0,-0.0481239919717114,-0.0018222343328629
2011-07-15,0.0024263290234663,0.0003621958949936,0.0126073292943382,0.0196405895261455,-0.0005651443376266,-0.0609287788523059,-0.0022294408190389
2011-07-18,-0.0051936695775863,-0.0005454323508519,-0.0055835969440228,-0.0086777266611863,-0.002834423967718,-0.0434185965278407,-0.0034559498615841
2011-07-19,0.0027400943910552,0.0076377187875187,0.0058526528281479,-0.0004134034171581,-0.0002835598981608,-0.0028503310269364,0.0107657685197044
2011-07-20,-0.0039560653929365,-0.0034203173594688,-0.0047480956449559,0.023927389817764,-0.0036733842994428,-0.0180180685332335,0.0
2011-07-21,0.0017712098778605,0.0066606469300889,-0.0010557116962707,0.0124347959144638,0.0019773924239252,-0.0052630959335235,0.0086000061035154
2011-07-22,-0.0021738067829017,-0.0014288592365849,-0.002900095161258,-0.0102888889660448,-0.004215894270921,0.0182079130563444,-0.0009940206325828
2011-07-25,-0.0009780076044155,0.0066642458363495,0.0074805978363338,0.0266990236951811,-0.0062411693816491,-0.0158501406600928,0.0012000274658203
2011-07-26,-0.0031976641052391,-0.0001791813919338,0.000264575847869,-0.0204161195301795,-0.0051296752463111,0.0029397092793213,-0.0041983023300844
2011-07-27,-0.0069619777241281,0.0005403238301428,-0.0076699525256351,0.0133171878354263,-0.0080437398146435,-0.0104012375565342,-0.0134781368192502
2011-07-28,-0.0018006345780914,0.0048604943559305,-0.005865033747004,-0.0118905763972897,0.0002891359457426,-0.0409794945249753,-0.0014239156843266
2011-07-29,0.0038436365554552,0.0054073402944452,0.0064672018276006,0.0494327106267759,0.0011648490200815,0.019545637924982,-0.0042979754778832
2011-08-01,-0.0118362306798192,-0.0151353005062422,-0.0211025914080861,-0.013399707895262,-0.0078012266108688,0.0030411239068995,-0.0122373748533407
2011-08-02,-0.0077594324337393,-0.0109012041940043,-0.0119111706298451,-0.0089529562009951,-0.0005854934968681,-0.0787756984838827,-0.008315960995235
2011-08-03,0.0050379976812522,-0.0018365893005906,0.0043775608960855,0.0489510719950765,0.0064553225993488,0.0219721249070091,0.0006288533760191
2011-08-04,-0.0546120637400736,-0.0276438151444468,-0.0181020258909766,-0.0681998160263119,-0.062447962149054,-0.0238727190362192,-0.0307886786345088
2011-08-05,0.0016356797410135,0.0102234176192215,0.0105263458220819,-0.0436974387192104,-0.0005732432821311,-0.0099813346371047,0.0023660312257041
2011-08-08,-0.0060419230892903,-0.0230667656415571,-0.0014021098506588,-0.0280416473142529,-0.0067766514891762,0.0664911922618147,-0.0339942815284856
2011-08-09,0.0091224611732632,0.0121317362683021,0.010098086402408,0.0035922731055968,0.0076561290706674,0.0313063534802624,0.0113915192387443
2011-08-10,-0.0265865583026575,-0.0143650644158517,-0.0182583634562273,-0.0477514508052601,-0.0347263190427377,0.0089552011062851,-0.0178651018059074
2011-08-11,0.0337527625597212,0.0140050811678687,0.0208273768367006,-0.000968076375188,0.0428133846641474,0.0307692585503676,0.0293652411027378
2011-08-12,0.0055966561451926,0.0095438061810473,0.0083635139669292,-0.0176948318787557,0.0055540031128645,-0.0406549605067881,0.0004368820073608
2011-08-15,0.0041274299190453,0.0056285035901457,0.0052169810806926,-0.0067633474317413,0.0026019124657668,0.0205278825296925,0.0106291040061936
2011-08-16,-0.0027293324223074,-0.0001866403134246,0.0074174898831926,0.0053658834317833,-0.0072547883529296,-0.0237543361515163,0.001511545945766
2011-08-17,0.0002224963586969,-0.0035407869409105,-0.0024443279015164,0.015019446824523,0.0029043994549734,-0.0447322094832387,0.0004292967428154
2011-08-18,-0.0026690147209811,0.002848959294102,0.0016555616946728,0.0038872655006138,-0.0038302079751902,-0.0336507766965837,-0.0105170803824593
2011-08-19,-0.004627581236947,-0.0060860307793387,-0.0080331610273604,-0.0019417919799324,-0.0035745884115471,0.042553214424603,-0.0107214549325092
2011-08-22,-0.0120611532238767,-0.0018904023806016,0.0011059142259423,-0.0359677402611704,-0.0195792507230314,-0.0521739212847899,-0.0062194308407339
2011-08-23,0.0130703306965213,0.0070035759807086,0.0137931034482759,0.0042154637461273,0.0127748160167874,0.01302088329491,0.0233904934581639
2011-08-24,0.0068813400020884,0.0083018608813015,0.0079019321389278,-0.0168776658058708,0.0055833807881839,0.024500329389635,0.0061256311442207
2011-08-25,-0.0183692605402919,-0.0152956479292761,-0.0113482352875696,-0.015122859032693,-0.0204022365176693,-0.0631644930168256,-0.0210778185800624
2011-08-26,0.0116502867861985,0.0096829723554303,0.0043811567745501,0.0240786123799952,0.0128281712202718,0.0381271341652647,0.0209867963271934
2011-08-29,0.0128339946185501,0.0123364457460207,0.0162381180441783,0.0576190040225074,0.0096377920613523,0.0176879777634237,0.0218946086743384
2011-08-30,0.0051275567505373,0.0018604367278343,0.0064137276913596,0.0286624695739703,0.0040497365022943,0.0225000381469726,0.0110897945091136
2011-08-31,0.0045417452976899,0.0022140024021332,0.0045044557865588,0.0285588581719536,0.0054550277553988,-0.0054545547022964,0.0027276766372522
2011-09-01,-0.0051966234378641,-0.0057110826375328,-0.0060621916331438,-0.0055745781504214,-0.0028644650403371,-0.0506405735778092,-0.0052410900629216
2011-09-02,-0.0038723427049561,0.001681617186437,0.0029490780858318,-0.0521929239705714,-0.0052249724583293,-0.0288335863340846,-0.0046968663532545
2011-09-06,0.0106784138634863,0.0173003778290948,0.0051770741896238,-0.0019156613882374,0.0118765297581497,0.0006920573711997,0.0163934426229511
2011-09-07,0.0091543138680591,0.0077791842172296,0.0064309131947844,-0.0436005770512064,0.0069484035149993,0.0730223074030854,0.0168442873161565
2011-09-08,0.009790377023746,0.004616805040726,0.0117459277138272,0.0034465631051148,0.0141741881050742,0.0012562502508487,-0.0154009142074611
2011-09-09,-0.0082313512755606,-0.0161230345931399,-0.0050384150443326,0.0108214124043336,-0.0071921752609845,-0.0356687562258383,-0.0147218083003486
2011-09-12,0.0026673593598811,-0.0039734927253684,-0.0016102405071518,0.0167818434722027,0.0043988719234913,0.0476510104915699,0.0086628028805626
2011-09-13,-0.0024271976940449,-0.0054986899184296,-0.0075167457529362,0.0116166395397253,0.0,0.0069886030464502,0.005266659646128
2011-09-14,0.0039002801418609,-0.0003796594086521,0.0035077509066598,0.0298861083039247,0.0040709331821209,0.0350657739670085,0.0069640846465953
2011-09-15,0.0077728031678437,0.0137813767304768,0.0136765435508702,0.0104497746408251,0.0031573079755968,0.0167764392053498,0.006002117259129
2011-09-16,-0.0013218225649599,0.0016697615962899,-0.0058016196368392,0.0057957716896064,0.0005707893048259,0.0029256428680005,-0.0046639265326641
2011-09-19,0.0031664831150329,0.0007485201451214,0.0040118087276684,-0.0131281536226413,0.0034532066729428,-0.0077197783216918,0.0034534824323027
2011-09-20,-0.009259823630792,-0.0033569621178927,-0.0116002800729992,-0.0154968160579625,-0.010037237879037,-0.0005951382135272,-0.001284275935858
2011-09-21,-0.0020761704156546,-0.0157126855026802,0.0123781245956241,-0.0639777088683842,-0.0135837406570231,-0.0148632582958327,-0.0256849471657909
2011-09-22,0.0339169373822515,0.0102158590667918,0.0430420151594683,-0.035148562624013,0.0305716914701688,-0.0087445559850897,0.0207960706571994
2011-09-23,0.0047511233658561,0.0047755493273523,-0.0020539622461524,-0.0133128632739691,0.0077705362625406,0.0292471206987329,0.0196721645000853
2011-09-26,0.0124086108671134,0.0109785727097303,0.0115296125291748,0.0051652102772987,0.0124112933525857,0.035287091914929,0.013412757867681
2011-09-27,-0.0039750457150893,0.0044494194396948,-0.0105341906244554,-0.0160803869828345,0.0008595638391201,-0.04542879708584,-0.0072856428423844
2011-09-28,-0.0185232566445138,-0.009043958577091,-0.0200355290239153,-0.0061538891914563,-0.0138288549379724,-0.0305124157189678,-0.0334447840513759
2011-09-29,-0.0055225540014264,-0.0062742233106518,-0.0007703847035141,0.0171457465403938,-0.0066263194555717,-0.0255516053573681,-0.0113102597608544
2011-09-30,-0.0135932703773561,-0.0056085818348101,-0.0077339321985027,0.0,-0.0209911784845729,-0.0253470177446734,0.0052265175966209
2011-10-03,-0.0070604626174966,0.0028447094098446,-0.0078410677005102,-0.0647628974112969,-0.0075007496629377,-0.0012523767958202,-0.0198516545458767
2011-10-04,0.0061686548507285,0.0121765481911435,0.0111643273675536,0.0943188676766041,-0.0006082864085751,0.0460567523449256,0.0363881157957681
2011-10-05,0.0003482278902372,-0.0045120862937759,0.0029076603312243,-0.0265664494424519,0.0021328365470782,-0.0484449461248139,-0.0026030137929856
2011-10-06,0.0167171977987627,0.0090634356218684,0.0081879966612835,0.0087358727796441,0.0222357447920029,0.0175990376700758,0.0158833672057872
2011-10-07,0.0024160144947297,-0.001304018152501,0.0138670529139016,-0.0410750250581318,-0.0008879133821022,-0.0201834811013252,-0.0042662277811995
2011-10-10,0.0047544981596742,0.0003701732040633,0.0064004094011873,0.0196891752920664,0.0046865802657459,0.0152160678853574,-0.0010581849113346
2011-10-11,0.0092965727208498,0.0063103219348132,0.0124270317011692,-0.0785846035769625,0.0052600905539089,0.0259505318705643,0.0059537019192396
2011-10-12,-0.0013444189590854,0.0018402369127769,-0.005002520390931,-0.0196548339125478,0.0008677691513361,-0.0040556021955948,-0.0025317034328895
2011-10-13,0.0034438297310021,-0.0044280751861335,-0.00631791766308,-0.0098960348664476,0.0119047579489198,0.0116958392473221,-0.0074342029567954
2011-10-14,0.001125642562267,0.0080882098229296,0.003034874281898,0.0158180772152822,-0.0005673888727283,-0.0285714285714286,0.0048667660834173
2011-10-17,-0.0051086197149706,0.0051338242500313,-0.0020283473413523,-0.0156862598435323,-0.0136170082903925,-0.0438128950775269,0.0093180562332572
2011-10-18,0.0124760278087318,0.0027437631407149,0.010167806922405,0.0168818352975045,0.0123527804714687,0.022881931817418,0.0209248792810775
2011-10-19,-0.0072989589888425,-0.0069267419593055,-0.0085448641559396,-0.0415241085800406,-0.0059898143452418,-0.0090634214770464,-0.0104593588820525
2011-10-20,0.0003184765704535,-0.0009184283306726,-0.0045512088153748,-0.0020336001714383,0.0025736388174503,0.0073393840418969,0.0035109869903221
2011-10-21,-0.0005751299727389,0.0032846771474776,-0.0005023978164715,-0.0300449922259063,-0.0042432169068252,0.0132609590916835,0.0175689601010725
2011-10-24,-0.0066345536696804,-0.0041818098588423,-0.0180813969417661,0.0061856103913926,0.0011349914564422,0.0166765195967281,-0.0042261841472418
2011-10-25,-0.0122357813595846,-0.0167914212131699,-0.0086823328374034,-0.0484536367289286,-0.0118811368337905,-0.0335688875259621,-0.0142304730185965
2011-10-26,-0.004400868088014,0.0053456389958959,-0.0012807181323773,0.0159999593098958,-0.0096153887646812,0.0023951500809193,0.0010250728374156
2011-10-27,-0.0052498065422582,0.0,-0.0090794601890897,0.0850738740545482,-0.0053280602221531,-0.0076560167415341,-0.0048290075408965
2011-10-28,-0.0007911419624702,-0.0056271804761731,-0.0040722790451469,-0.0160300924052449,0.0,0.0225518784666908,0.0083316369648437
2011-10-31,-0.0038302905073774,-0.0036758089229984,-0.0130635790028278,0.0233349319084873,0.0028505834920616,-0.0329411450554341,-0.0146103373344308
2011-11-01,0.0014321258665764,-0.0007462145889684,0.0052479863483692,-0.0459486321982504,0.0,-0.0168223998083382,0.0050219263270941
2011-11-02,-0.0060857762737146,-0.0014781599766493,-0.0005180123659026,0.0162601468425821,-0.0100029228930772,-0.0296342574734306,0.0057934775230436
2011-11-03,0.0026667647898845,-0.0006006964381617,0.0225721954014172,0.0444005721857575,-0.0038975333180688,-0.0019505677989574,0.0179482172144537
2011-11-04,-0.0040160497133555,-0.001000785387846,-0.0038640269721306,0.0282567134244188,-0.0156687562112905,0.0736767325015766,-0.0010044041439659
2011-11-07,0.0049641448846461,0.0110242381998238,0.0202176967930835,-0.0111835872020991,0.0005664247234724,-0.0153743646607058,0.0082661262101859
2011-11-08,-0.0025838053748908,-0.0138367416649166,0.0022836882247234,0.0505617927362167,-0.0011261518865942,0.0367097185895761,-0.0003996095518192
2011-11-09,-0.0100927659897781,-0.0150511734385005,-0.0063987714858652,-0.0422405898663745,-0.0102505871668669,0.0277965998245498,-0.0180748004469487
2011-11-10,0.0007780270386075,-0.0004048675535606,-0.0012751654738075,0.0240907051036306,0.00171090315977,0.00712894714852,-0.0004095097809414
2011-11-11,0.0037547447573268,0.0006037954281208,0.0073847953182289,-0.003202181741526,0.0033850191622623,0.0076824511164065,0.004052700488822
2011-11-14,-0.0058884028579979,0.0032329731660066,-0.0070779217460589,-0.0216489789578408,-0.0058922303049661,-0.0353242933744808,-0.0068700776127842
2011-11-15,0.0065522690603716,0.0095276178504008,0.0071210269956776,0.0465225441341009,0.0022598308731411,0.0233957473647892,0.0075417635859708
2011-11-16,-0.004473507003184,-0.0070678975279265,-0.0096716991412708,-0.0305936113225792,0.0002843939934948,-0.0323218849637262,-0.0052952816621826
2011-11-17,-0.0017923527224867,0.0034546227759679,-0.0023249846219704,-0.0046970585800582,-0.0011428833007813,-0.0279291443384747,-0.0086366846476987
2011-11-18,-0.0055282771674764,-0.0030291099453209,-0.0079773898204324,0.0093940275711757,-0.0045805853425201,-0.0222067798898472,-0.0059843359679359
2011-11-21,-0.0005165141651725,0.0022435368772231,0.0070866264718374,-0.0076009431454235,-0.0026170443205937,-0.0107142584664482,-0.0041936874397429
2011-11-22,0.0022158646285842,-0.007317085462786,0.0057516659007352,0.0138359221466845,0.0058224387721625,-0.0223343239957304,-0.003790277928278
2011-11-23,-0.0067699856737857,-0.0080180796575304,-0.0070625284069223,-0.0099573727027934,-0.0049419179099362,-0.020710109257779,-0.0110333215781628
2011-11-25,0.0069386753432517,0.0112010148471723,0.0039390153353227,-0.0448625338018436,0.0038023127621209,-0.0151400309377433,0.0169345568057876
2011-11-28,-0.0001468804864441,-0.0038926948588496,-0.006195190192782,0.0223214665845949,0.0092565721043998,-0.0066568157944263,-0.0126529894614338
2011-11-29,0.0085269651237896,0.0022807508064609,0.0145454902153509,0.0150704652669676,0.0091403463257143,-0.0193308723099559,0.0004182446234066
2011-11-30,0.0064548989039566,0.0077900999923047,0.0119047929623276,0.0455591252633903,0.0050041784561347,0.0138483656476228,-0.001435302320426
2011-12-01,0.0047502365740825,-0.0010197682705564,-0.0002505217131403,-0.035382623742297,0.0091236341653459,-0.0057929670492068,0.0
2011-12-02,-0.0023708736722767,0.0006110975596583,-0.000250241078934,-0.0175517282493363,-0.0035490326050902,-0.0236898719652893,-0.0004099294402209
2011-12-05,-0.0020072339827988,0.0105199363656331,0.0017438887864622,0.0234233573218212,-0.0094954498920997,0.0223665531959339,-0.0018274142657442
2011-12-06,0.0013282501930845,-0.0057907528938532,0.0084766927802076,-0.0114336073658215,-0.0010944163163423,0.0063559430478624,0.0042692194558406
2011-12-07,0.0012233185708682,0.0004015349771584,0.0034637112985638,0.0236923897815571,-0.0002750862503459,0.0049434813261676,0.0042631527877685
2011-12-08,-0.0042272038421297,-0.0082461753287606,-0.0051915718297107,-0.0386667039659288,-0.0024834478040702,-0.0014194788890756,-0.0062905350298828
2011-12-09,0.0093003913700745,0.0072800931202687,0.0004949663938402,0.0370878873756054,0.0121346514554292,0.0333097291612186,0.0121976480091336
2011-12-12,-0.0075003486019775,-0.0132609974149426,-0.0057043537692746,0.0256410124409241,-0.0060044002283821,-0.0013898858433974,-0.0120724804750058
2011-12-13,-0.0086726498990392,-0.007941343612328,-0.0109370775967084,0.0161009941951196,-0.0079300223666226,0.0,-0.0087540780644572
2011-12-14,0.002920689117138,-0.0010259140343834,0.0020176043702092,0.0593587887245285,0.0041655521485879,-0.0103805965751014,0.004733474820211
2011-12-15,0.0030123455228009,-0.0026590523570913,0.0005007626051919,0.0080906459747112,0.006348317558442,0.0034626171875233,0.0012178074433437
2011-12-16,-0.0064455004576098,-0.0046938682089047,-0.013167671535326,-0.0027999877929687,-0.0043656163915609,-0.0095694013826125,-0.0063175336298954
2011-12-19,-0.0096460448862109,-0.0040874874656049,-0.0050264075983322,-0.0095884844000908,-0.0133478037589161,-0.0389078300113569,-0.0032666363598907
2011-12-20,0.0093654239265264,0.0102396064151283,0.0074397362476394,0.023640677750582,0.0109559447895943,0.0251045783017149,0.00813672756551
2011-12-21,0.0138351695422731,0.0144045256905034,0.0198069770985458,0.0088974676534704,0.0113728179115788,0.0143835638808272,0.0145513586775306
2011-12-22,-0.0041323892068351,-0.0002002868970341,-0.0004959200807243,-0.0034220591330309,-0.0061267857386015,0.0195681489760291,-0.0087423490045404
2011-12-23,0.0093162136505411,0.0096269461765044,0.0071996257278041,-0.0011420131755894,0.0115250680608017,-0.0144737019598321,0.004790452809909
2011-12-27,0.0021924362492415,0.0089463373710728,0.0,0.0285605481135951,0.0,-0.006056473821864,0.0081462315218739
2011-12-28,-0.0054561952951135,-0.0037349838942083,-0.0056552631569073,-0.0107407746491608,-0.0048077006351002,-0.0340367606727292,-0.0035650683143578
2011-12-29,0.0060249975199595,0.0047412422665151,0.0017245551751928,0.0097928525933404,0.0096463186842279,-0.0141844508885471,0.0073384125350866
2011-12-30,-0.0018048053292846,0.0003956569350253,-0.0012357696043482,-0.0383612913226009,-0.001069543152282,-0.0093862895928038,-0.0072849525479907
